# Pathway,PD_100P,PD_104P,PD_105P,PD_108S,PD_109S,PD_10P,PD_110S,PD_111P,PD_113P,PD_114P,PD_115S,PD_116P,PD_117,PD_118,PD_119P,PD_11P,PD_120S,PD_121S,PD_122S,PD_123P,PD_126P,PD_127S,PD_128S,PD_129P,PD_12P,PD_130S,PD_131P,PD_134S,PD_137P,PD_138S,PD_13P,PD_140S,PD_141P,PD_142S,PD_145P,PD_146S,PD_147,PD_148P,PD_149S,PD_14P,PD_150P,PD_151S,PD_152P,PD_153S,PD_156P,PD_157S,PD_158P,PD_159S,PD_15P,PD_160P,PD_162P,PD_163S,PD_164P,PD_165S,PD_166,PD_167P,PD_169P,PD_16P,PD_170S,PD_171P,PD_172S,PD_173P,PD_174S,PD_175P,PD_176S,PD_177P,PD_178S,PD_179P,PD_180S,PD_181P,PD_183P,PD_184S,PD_188S,PD_189P,PD_190S,PD_193P,PD_194S,PD_195,PD_196,PD_197,PD_198,PD_1P,PD_200S,PD_203,PD_204,PD_205P,PD_206S,PD_207P,PD_208S,PD_209P,PD_210S,PD_213S,PD_214S,PD_215S,PD_221P,PD_222S,PD_223P,PD_224S,PD_225P,PD_226S,PD_227P,PD_228S,PD_229P,PD_230S,PD_231P,PD_232S,PD_25P,PD_27P,PD_28P,PD_29P,PD_2P,PD_30P,PD_31P,PD_32P,PD_33P,PD_34P,PD_35P,PD_38P,PD_39P,PD_3P,PD_40P,PD_41P,PD_42P,PD_43P,PD_44P,PD_45P,PD_46P,PD_47P,PD_48P,PD_4P,PD_50P,PD_51P,PD_52P,PD_53P,PD_54P,PD_55P,PD_56P,PD_57P,PD_58P,PD_59P,PD_5P,PD_60P,PD_63P,PD_64P,PD_65P,PD_66P,PD_6P,PD_70P,PD_73P,PD_74P,PD_75P,PD_76P,PD_77P,PD_78P,PD_79S,PD_7P,PD_82P,PD_84P,PD_8P,PD_9P
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0,0,0,0,0,0,0,51.20622668,44.6002074,14.98646369,0,0,0,0,10.9414567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77261738,0,0,5.75685188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.239516139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71797888,0,0,0,0,0,0,0,14.54426,0,0,0,0,0,0,0,0,0,0,10.84137138,0,0,0,0,0,0,0,0,18.04893966,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14113749,0,0,5.774262264,0,0,0,6.903873674,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79424815,0,0,0,0,0,7.195541152,0,0,20.42980006,0,9.79290195,0,0,0,0,0,0,6.904861897,0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",32.35604947,46.98507288,40.9011029,12.21189753,0,0,0,504.4178334,310.9127142,342.510421,0,0,0,0,74.36551432,0,47.42204687,0,0,0,0,6.325247919,0,23.96974627,0,0,7.693719666,0,0,0,0,74.19786539,80.24205006,3.950459768,9.329278591,0,0,23.81299707,12.33702814,0,0,0,0,0,0,0,0,0,109.9808969,0,213.4681999,67.16077685,22.31230379,18.89950567,0,109.939076,0,0,0,0,0,0,23.90361554,0,18.53415929,0,0,867.0976465,0,0,0,0,0,0,0,0,0,262.281568,402.4011361,39.7900776,0,0,0,47.79498437,0,430.2345547,0,0,0,0,0,0,0,0,27.82849519,0,306.9483658,0,0,0,0,0,257.6832452,0,17.0065221,584.9516905,0,19.39270788,0,0,0,0,84.66691566,0,0,0,0,0,0,113.211228,0,0,16.9618133,0,0,0,134.8788521,0,52.24961505,61.79059429,0,0,0,0,0,206.691395,0,224.4902833,19.87413547,0,156.2121192,0,0,76.93679709,0,0,50.72058445,0,0,154.7421625,0,219.4992357,0,14.84876947,37.48663166,0,0,0,78.43786634,0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",11.14273538,0,0,0,0,0,0,0,0,45.34367847,0,0,0,0,0,0,0,0,0,0,0,37.32807639,0,0,0,0,0,104.6729653,0,0,0,0,0,0,12.96346278,0,0,0,0,0,0,0,0,1307.52193,0,0,0,0,23.20698037,0,57.31686764,20.78364768,40.24573379,0,0,0,0,42.69654389,0,0,174.4761062,0,0,0,0,104.0159714,0,434.331079,0,0,113.1783306,0,0,0,0,0,0,152.2425645,663.1434608,27.86119785,0,0,0,106.2356409,0,39.10923289,0,54.79390797,0,111.2892029,0,0,0,71.72954203,24.40029568,0,140.6401361,0,0,0,0,69.54879957,36.60891794,0,0,155.027721,111.8712204,0,0,203.5568578,94.42745117,0,0,0,0,0,0,0,0,0,304.1186742,0,0,24.96915273,0,0,94.08011704,0,98.64397475,0,0,0,17.88169896,0,0,126.076977,290.7405257,0,0,0,0,0,0,0,0,0,0,46.77431577,0,1106.391511,0,56.62402796,0,0,0,0,0,0,0,193.1090106
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates),0,0,0,0,0,0,0,78.62564682,70.73874085,23.71371398,0,0,0,0,17.37810876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92039456,0,0,9.279460872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72223949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.78394989,0,0,0,0,0,0,0,19.93683636,0,0,0,0,0,0,0,0,0,0,17.29428533,0,0,0,0,0,0,0,0,28.57219234,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7317772,0,0,9.298097516,0,0,0,11.12979994,0,0,0,0,0,0,0,0,0,0,0,0,0,26.59135782,0,0,0,0,0,11.04407811,0,0,31.2799968,0,15.66752193,0,0,0,0,0,0,10.9053564,0
PWY-7391: isoprene biosynthesis II (engineered),34.08388685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6769605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02747308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.82724541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18961617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.08633815,0,0,0,0,0,0,0,0,0,17.18445819,0,0,0,0,0,0,0,0,0,0,0
PWY-7392: taxadiene biosynthesis (engineered),85.41923069,399.0801835,46.88193806,73.57885189,415.7718218,36.85842254,606.3635092,290.2590618,294.3731742,462.2150003,918.4045054,191.8273763,113.2662506,89.9307532,357.9431564,90.63633066,108.6180266,130.1427102,99.82878075,202.161736,61.46381173,245.0781825,89.14264601,283.1944785,131.6758871,609.731868,116.2973649,446.7111639,312.96169,409.0890806,383.3285963,151.4007839,27.56093099,0,381.2788873,578.459863,469.6441725,100.1122676,101.7992323,0,894.736043,0,0,599.8761922,125.5335418,395.4249477,241.962878,471.3781777,239.4676719,173.447451,254.3462301,148.3838296,343.6159767,659.2276577,47.88951649,517.9291436,321.1502468,122.481745,352.8757213,280.0654808,247.3647137,278.3911657,444.0571985,428.092986,198.0017052,364.5738415,246.2840365,277.908747,238.3746067,342.2918429,733.072896,859.9033502,0,0,254.7203323,508.6288803,0,284.7014151,646.9957725,155.046427,212.2215583,93.64863549,193.167846,359.5125458,133.8946158,297.8631326,400.6424225,53.08912266,201.2058514,250.1406314,169.383148,589.1605313,287.3418785,895.311366,430.4570204,121.7330665,470.1836913,313.1384333,744.180338,708.6149616,213.8391813,219.7444433,264.644107,0,269.1308828,539.7457409,146.6931591,150.4952804,0,264.6996576,120.3559797,131.6122186,234.0220761,393.6672021,0,415.0197056,0,0,73.94315268,245.0807074,411.2592999,253.0101107,446.2646274,84.03772353,56.16252052,255.3259411,62.09110905,191.4735482,277.8253782,275.0482761,0,487.4299915,105.0933099,148.9250983,116.3246799,515.6238388,374.3480406,0,355.1506506,81.7594066,235.0435217,225.898101,139.3056275,203.9139305,105.3175193,84.68358524,97.02435582,75.23056318,74.49218416,907.1213398,113.3383515,401.9240053,128.0027782,53.61010843,104.6529828,18.83861306,241.9924735,153.2970168,356.5990284,233.9813943
PWY-7396: butanol and isobutanol biosynthesis (engineered),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.100136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.74247382,167.1910964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7399: methylphosphonate degradation II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.603674263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.015575914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30196142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.162762968,0
PWY-7400: L-arginine biosynthesis IV (archaebacteria),857.4641886,1660.875291,1200.509344,1987.064733,1461.435328,423.3714637,975.7149022,1854.67501,2667.830837,1526.108555,1440.235927,1867.128856,847.9429799,1334.495497,1542.687582,1164.554313,1031.007709,1132.8233,1368.923611,1179.668413,1382.768068,1591.978299,1222.527765,255.6108793,930.024198,1102.939019,1049.181994,2113.332064,1122.679642,592.3147938,571.1450995,2467.142779,1427.42087,1119.665667,1658.782058,660.9036761,1582.97361,2218.485637,832.8274689,878.6162432,1432.255222,1277.163873,1524.584261,2932.059887,1197.409996,1623.801708,1343.712965,2204.415235,1441.341567,1605.782944,2019.150393,1950.907069,1006.938173,1713.458262,884.4014577,1201.507878,1553.404422,1383.635149,1248.481824,820.0268346,642.5047826,1320.351361,1095.902761,1163.916018,1814.445262,772.4328091,1586.672014,3713.972504,1171.922958,1285.0781,2362.942031,2160.548965,1315.226269,1708.818658,1504.876875,1632.611706,1265.14073,2191.434386,3165.316127,1831.365285,1426.335896,868.734776,604.5721603,1148.048231,1144.371799,1253.827459,1330.21974,2149.991657,1305.822729,1534.866473,1055.610044,1176.027504,665.5738248,2129.919284,1298.535977,1389.136682,2905.017142,1464.371597,2065.816109,1189.964363,1401.072612,1128.534645,2472.141176,1838.099908,1440.158784,2653.435237,955.0684197,1335.672632,17.13431554,647.4239632,509.553613,661.9566275,1252.468234,1366.285569,951.8304459,1076.558713,1773.744249,940.8009579,507.5005007,1536.741633,1691.327451,909.2498956,1607.793335,872.0394687,1285.747346,1460.574314,1484.380974,1302.129373,1247.131531,968.2148334,0,1054.853572,706.1647531,1060.255192,1013.71955,2381.337413,2201.654628,1634.023622,1152.251392,613.3010583,1465.369258,993.7405334,1256.218056,1296.214311,748.3861066,810.7458733,897.612811,864.5560315,0,1699.905128,910.9309037,1216.634584,571.8564389,744.0735157,1652.036667,0,731.6569534,348.8478843,1096.701187,752.3681193
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",0,0,0,0,0,0,0,0,70.64110723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.171058,0,0,0,0,0,57.49058258,0,130.7581649,31.53440123,0,0,0,17.10794417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.09440682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.349267577,0,0,0,0,0,0,0,66.91925603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4428738,0,0,0,0,0,0,0,0,0,0,0,0,0,62.55666419,0,0,0,0,0,0,0,0
PWY-7411: phosphatidate biosynthesis (yeast),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22544413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7420: monoacylglycerol metabolism (yeast),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide),15.0657055,0,0,10.23503306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.6529257,0,0,0,0,0,0,0,0,0,0,0,9.107935047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1169775,0,0,0,0,0,0,0,0,23.62686178,6.386677897,47.69135845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.317221321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.094666276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.77517921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98520543,0,0,0,12.61660909,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99271159,0,0,0
PWY-7446: sulfoquinovose degradation I,10.59208214,0,4.573679549,0,0,0,0,0,59.9393193,6.926498633,0,0,0,0,19.45722511,0,4.515171214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.338656445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.2758645,0,0,0,0,0,90.38946341,0,34.46784628,0,0,0,0,0,0,0,0,0,0,0,232.9336562,0,0,0,0,0,0,0,0,0,41.00558645,0,13.39619956,0,0,0,0,0,15.60560158,0,0,0,0,0,0,0,0,0,0,73.26066461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2138698,0,39.83103765,0,0,0,0,0,0,228.4336929,0,0,6.258217296,0,74.01352059,0,0,15.74612245,0,0,0,0,0,72.56214501,0,32.66930936,0,0,0,0,0,0,26.09463908,0
"PWY-7456: &beta;-(1,4)-mannan degradation",99.17806604,527.4003486,87.50079278,288.3720314,564.635492,66.92442229,372.552641,785.0473081,355.8849502,477.1438423,110.894893,567.2114028,199.5704513,383.4806429,134.7272773,332.0452831,178.7002534,191.5382649,319.67448,207.3844006,146.3374795,400.8406229,480.7852918,101.6770746,247.2814439,379.5383918,0,675.1288271,407.6268129,248.155779,127.4358254,598.3038767,42.17565948,351.0088182,463.5837336,339.8491544,552.4828631,574.3191214,162.2187266,100.120002,353.5630826,332.312641,156.8659264,454.6590799,128.867237,378.26325,470.1916034,313.8435147,495.8148269,360.8106344,540.9661893,456.4478376,396.9768029,622.8408284,302.3919802,484.1928741,363.5584944,300.0165372,270.3732546,602.561889,166.4142632,354.8952095,410.9853851,347.0161752,315.1724673,300.8142124,876.166987,204.5631326,407.514408,268.2406435,677.7063433,858.5375567,472.1415048,214.609772,536.5450852,464.8643392,348.5874826,309.2385096,877.8318382,398.3753027,338.8882839,158.2137099,231.8273941,442.8441126,317.576099,349.3025755,759.0889209,357.6536821,612.8221236,458.3856184,479.5131902,637.7142758,198.1537444,918.4758356,488.6994823,512.2610527,408.4839693,653.4500448,661.0433653,455.7390182,433.6074289,484.4420543,280.1477803,305.7272893,302.5910426,473.3613931,193.1111354,155.1744681,13.26629968,169.4953547,152.5836495,229.3298332,330.2945257,449.13262,484.3033225,346.5821415,158.1871583,95.95569733,110.1161013,438.6132069,0,285.7320068,15.02564492,270.8436166,244.4116469,397.8520542,224.3408887,288.727028,289.0809817,250.2989223,0,325.5790146,88.60303571,325.4569875,288.6475511,0,516.623896,290.4408156,397.4829234,167.8211286,312.6042437,179.3175646,102.0949433,403.9762574,82.38579185,245.9444104,234.8138886,46.98408719,46.77742032,237.3234405,304.149568,252.0753801,211.5489544,171.3268831,338.0205928,0,404.3844803,52.05066089,266.302196,173.7157643
PWY-7511: protein ubiquitination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7527: L-methionine salvage cycle III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7528: L-methionine salvage cycle I (bacteria and plants),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7546: diphthamide biosynthesis II (eukaryotes),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7560: methylerythritol phosphate pathway II,853.7328881,1800.229247,817.0478261,2042.983953,1723.022859,604.8216033,1102.976422,1276.957126,1875.086947,1161.09638,1359.822966,2312.503157,1312.399631,1344.853235,1125.860604,1762.506154,1079.535146,1320.660067,1496.111914,550.9792629,1310.062152,1444.342663,1738.022402,777.7433527,1023.025112,1314.336115,145.9085465,2654.363752,1918.228039,1275.271977,947.7109559,2812.691518,1411.365972,1633.845482,1977.969392,1359.057732,1257.715685,2122.289442,936.6664693,1316.22772,1291.74105,1522.794089,1126.080528,2456.126417,1451.492898,1618.076307,2129.596111,2468.476681,1294.633604,1639.335743,1615.330883,1879.108195,1098.837214,1673.948009,1396.709702,1396.743819,1493.69852,1519.623099,1415.721635,1052.201447,724.7807219,1237.908131,1828.172045,988.372845,1609.584654,1243.657345,1631.322617,3400.77499,1610.675415,1396.898854,2184.84726,2520.53324,1495.029808,1813.695031,1459.331793,1180.033692,1429.808903,1717.281648,2487.105895,1787.199343,1349.00469,512.2275292,1521.786363,1395.141589,1135.552049,1035.246284,1531.392827,2549.847384,1130.714952,2321.164445,1604.086619,1315.426444,1366.025753,1858.490972,1584.405838,1703.455136,2130.074654,2659.791277,2187.249799,1142.183498,1487.226879,1615.512356,2492.769511,2734.454422,2343.242381,1968.045857,998.0842816,1242.979046,0,794.345312,644.4973318,897.3128174,1166.294488,1286.711544,1119.733097,1312.922682,1958.056365,1579.691791,395.6696506,1187.009407,1391.37356,973.4685366,1606.195439,742.3034621,1565.53084,1210.645925,1188.119724,1331.663786,1209.786773,782.6844571,24.8973627,1310.382628,660.144885,972.397016,1335.802722,1843.137629,2493.015457,1661.958971,1101.645733,361.4642855,1006.300119,856.6592533,1241.25981,1166.623378,908.6980176,1209.588225,787.2139419,832.4547415,239.7605263,1527.107982,980.6504093,984.5993069,935.8654897,817.6972301,1450.054917,1366.088954,1139.571998,609.2587821,1027.87368,1518.773847
PWY-7574: propanoyl-CoA degradation II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7616: methanol oxidation to carbon dioxide,11.37371805,0,0,7.455052467,0,0,0,33.53107378,7.319686981,18.17397377,0,0,0,0,31.28598284,0,0,0,0,0,0,2.774387426,0,0,0,0,0,0,0,0,0,7.559651488,5.587770102,0,0,0,0,0,0,0,0,0,0,85.19558295,0,0,0,0,0,0,8.792070379,0,0,0,0,10.27430497,0,0,0,0,0,0,0,0,0,0,0,110.6205321,0,0,0,0,0,0,0,0,0,12.18516391,0,0,0,0,0,9.03263487,0,0,0,0,0,0,0,0,0,0,2.621247341,0,0,0,0,0,0,0,15.98713069,0,0,33.94598096,0,0,0,0,0,0,4.366950942,0,0,0,0,0,0,0,27.37072972,0,0,11.45833379,0,0,0,0,6.72816639,0,0,0,0,0,0,52.05811424,0,0,0,0,8.543167643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.311888625,0
PWY-7626: bacilysin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7663: gondoate biosynthesis (anaerobic),372.6177346,853.1603631,861.2584307,462.1663909,624.024771,311.9954175,931.4093534,1284.063621,1758.613301,1094.618769,935.8074013,197.3745851,579.7558837,576.5963767,906.5655547,579.396107,277.036251,535.4581552,275.2020894,1021.740443,1125.390683,654.0803985,349.0214058,1119.510637,420.5721026,1101.945275,778.4647965,972.2999931,607.1104074,827.871763,639.8152075,485.5998313,220.6418364,132.2235064,829.1867616,719.9112493,824.7940514,870.0385475,262.0589242,385.8303971,1249.575881,278.1049538,552.3667075,2565.576656,172.6156248,947.0724278,467.8889201,788.8429811,1140.27307,895.4173547,2023.745784,1023.682032,691.021171,1167.473161,53.4757315,1315.341137,1279.211092,496.1551563,440.1315284,1071.883801,429.4925894,570.096615,654.9787434,1001.622223,781.1089587,799.499243,788.4532771,3667.157082,375.8707051,418.594127,1134.342001,851.1334385,487.8515661,141.336253,436.8954533,1568.052902,452.9073494,1091.730465,2259.645019,916.6791552,533.9662008,738.1596367,601.3202364,629.5183179,1031.886078,961.6281439,722.2540729,398.1353677,717.6282121,445.2413726,668.6689671,772.8927298,885.3809336,1422.944527,614.5480716,408.4963646,1844.482632,343.735267,869.6404134,1013.821145,760.0117685,712.8987878,1617.403484,266.7919457,593.7635274,2039.568854,342.1465636,342.3482207,19.74792784,447.4854272,246.0503937,252.1630974,1042.843097,839.4540732,369.7976008,1132.749492,131.0676842,0,298.9489733,841.3769241,800.3076328,569.048711,620.1056839,324.925499,243.5557898,529.7600974,1214.033218,797.1435375,833.707835,642.4966155,0,555.4590976,383.4039581,593.52031,979.8951523,2145.700145,471.1934327,200.4537941,969.7232214,392.2963855,809.8410233,568.3729912,189.9151155,582.1150855,909.5909384,96.39614293,405.1778867,127.7153371,60.96393805,1839.766091,289.2768248,1178.043706,535.1770828,495.3665141,452.7248157,111.2620732,303.3008689,257.1225632,577.7783104,494.6793818
